,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes,funds,funds_entered,funds_exited,funds_entered_count,funds_exited_count,current_shares_count,share_change_count
Persistent Systems Ltd,0,3,284379.3333333333,-9.018505504802063,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Bajel Projects Ltd,0,2,3075196.5,-2.439166379290384,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,Mirae Small Cap Fund,0,1,2,2
Asahi India Glass Ltd,1,2,3229224.5,49.40798351331461,False,False,0,"HDFC Small Cap Fund,Kotak Small Cap Fund",Kotak Small Cap Fund,,1,0,2,2
Coal India Ltd,0,1,8056743.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Tejas Networks Ltd,0,1,5763697.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Automotive Axles Ltd,0,2,451661.0,0.0,False,False,0,"HDFC Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Tube Investments of India Ltd Ordinary Shares,0,2,1421635.5,0.0,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,2,2
CreditAccess Grameen Ltd Ordinary Shares,0,4,901477.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
Sanofi Consumer Healthcare India Ltd,0,1,251260.0,7.894793344068707,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
CIE Automotive India Ltd,0,4,5320678.25,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund,Navi Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
Timken India Ltd,0,4,736107.5,3.9720908648209328,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund,Mirae Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
Raymond Realty Ltd,0,1,1238343.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Raymond Ltd,0,1,1238343.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
RITES Ltd Ordinary Shares,0,1,9200000.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
LMW Ltd,0,2,42020.5,0.0,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",,Motilal Oswal Small Cap Fund,0,1,2,2
Bluestone Jewellery And Lifestyle Ltd,0,2,2762635.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund",,,0,0,2,2
Hindustan Unilever Ltd,0,1,2121461.0,15.610386652054567,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Galaxy Surfactants Ltd,0,2,1376181.5,1.2915746299418864,False,False,0,"HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Voltamp Transformers Ltd,0,2,513738.0,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
Harsha Engineers International Ltd,0,1,4136864.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
L.G.Balakrishnan & Bros Ltd,0,2,1863709.5,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
Vindhya Telelinks Ltd,0,1,975698.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Voltas Ltd,0,1,2496994.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
G R Infraprojects Ltd,0,2,1344082.5,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
Mishra Dhatu Nigam Ltd Ordinary Shares,0,1,2589175.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
TD Power Systems Ltd,0,1,10278244.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Dixon Technologies (India) Ltd,0,3,167185.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,3,3
Sundaram Finance Holdings Ltd,0,1,0.0,-100.0,False,False,0,HDFC Small Cap Fund,,HDFC Small Cap Fund,0,1,1,1
Syngene International Ltd,0,1,4079850.0,17.46639848025139,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
HDB Financial Services Ltd,1,2,2447288.5,-8.790246436316892,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",Motilal Oswal Small Cap Fund,,1,0,2,2
Kajaria Ceramics Ltd,0,2,2138656.5,0.0,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,2,2
National Securities Depository Ltd,0,1,401313.0,-27.05243583894252,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Honda India Power Products Ltd,0,2,707868.0,0.0,False,False,0,"HDFC Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Zensar Technologies Ltd,0,3,3069034.3333333335,1.3116671258644645,False,False,0,"Franklin Small Cap Fund,HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,3,3
Pokarna Ltd,0,1,689983.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Bharat Heavy Electricals Ltd,0,1,28538232.0,3.775389090909091,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
MTAR Technologies Ltd,2,4,344919.25,0.01215995179063361,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund","Canara Robeco Small Cap Fund,Motilal Oswal Small Cap Fund",Nippon Small Cap Fund,2,1,4,4
Urban Co Ltd,2,2,2694870.5,0.0,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund","Canara Robeco Small Cap Fund,HDFC Small Cap Fund",,2,0,2,2
Ambuja Cements Ltd,0,1,3250000.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Aeroflex Industries Ltd,0,1,2431354.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Ceigall India Ltd,0,1,0.0,-100.0,False,False,0,HDFC Small Cap Fund,,HDFC Small Cap Fund,0,1,1,1
Rategain Travel Technologies Ltd,0,2,3702516.5,0.0,False,False,0,"HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Credo Brands Marketing Ltd,0,1,1037642.0,-1.123747540343137,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Premier Energies Ltd,0,3,701424.6666666666,-32.17143071448584,False,False,0,"HDFC Small Cap Fund,Kotak Small Cap Fund,Nippon Small Cap Fund",,HDFC Small Cap Fund,0,1,3,3
3M India Ltd,0,1,18138.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
ELANTAS Beck India Ltd,0,2,430251.0,0.0,False,False,0,"HDFC Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
HealthCare Global Enterprises Ltd,1,3,2962565.0,0.0,False,False,0,"HDFC Small Cap Fund,Navi Small Cap Fund,Nippon Small Cap Fund",HDFC Small Cap Fund,,1,0,3,3
R K Swamy Ltd,0,1,1784640.0,-10.708576557699148,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Hindustan Aeronautics Ltd Ordinary Shares,0,1,862972.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Texmaco Rail & Engineering Ltd,0,1,11408783.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Fineotex Chemical Ltd,0,1,17788190.0,423.8283705925399,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
TSF Investments Ltd,1,1,8206329.0,0.0,False,False,0,HDFC Small Cap Fund,HDFC Small Cap Fund,,1,0,1,1
Dr. Lal PathLabs Ltd,0,1,645485.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Cyient DLM Ltd,0,1,1256139.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Lemon Tree Hotels Ltd,0,2,14728592.5,0.0,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,2,2
Union Bank of India,0,2,10302727.5,0.0,False,False,0,"HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Wonderla Holidays Ltd,0,2,2414234.5,-7.7464124319985155,False,False,0,"HDFC Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Kalpataru Projects International Ltd,0,3,3344457.3333333335,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
H.G. Infra Engineering Ltd Ordinary Shares,0,2,1570278.5,-6.5290041769321014,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,2,2
Ajanta Pharma Ltd,0,1,1674471.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Chambal Fertilisers & Chemicals Ltd,0,2,6317867.5,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
Genus Power Infrastructures Ltd,0,1,8750327.0,-5.910462365591398,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Leela Palaces Hotels and Resorts Ltd,2,2,3223774.5,0.0,False,False,0,"Franklin Small Cap Fund,HDFC Small Cap Fund","Franklin Small Cap Fund,HDFC Small Cap Fund",,2,0,2,2
Rainbow Childrens Medicare Ltd,0,4,705022.25,0.0,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund,Kotak Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
CARE Ratings Ltd,1,2,771403.0,19.78593789660716,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",Motilal Oswal Small Cap Fund,,1,0,2,2
Gokaldas Exports Ltd,0,5,2395206.4,0.0,False,False,0,"HDFC Small Cap Fund,Kotak Small Cap Fund,Motilal Oswal Small Cap Fund,Navi Small Cap Fund,Nippon Small Cap Fund",,,0,0,5,5
Carborundum Universal Ltd,0,6,1597301.5,0.0,False,False,0,"Franklin Small Cap Fund,HDFC Small Cap Fund,Mirae Small Cap Fund,Motilal Oswal Small Cap Fund,Navi Small Cap Fund,Nippon Small Cap Fund",,,0,0,6,6
HCL Technologies Ltd,0,1,1000000.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Schaeffler India Ltd,0,1,484271.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Belrise Industries Ltd,0,1,10728130.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Honeywell Automation India Ltd,0,1,26553.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Vesuvius India Ltd,0,3,4572623.333333333,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
ACME Solar Holdings Ltd,0,2,5505597.5,0.0,False,False,0,"HDFC Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Sandhar Technologies Ltd Ordinary Shares,0,1,2555446.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Navin Fluorine International Ltd,0,3,386790.3333333333,0.0,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Indian Hotels Co Ltd,0,1,3975828.0,11.236179509834587,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Astec Lifesciences Ltd,0,1,526867.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
PNC Infratech Ltd,0,4,5675845.75,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
LIC Housing Finance Ltd,0,1,2678310.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
NIIT Learning Systems Ltd,0,1,12204308.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Kirloskar Brothers Ltd,0,1,4472130.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
L&T Finance Ltd,0,2,7082725.0,0.0,False,False,0,"Franklin Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Central Depository Services (India) Ltd,0,4,1255824.5,0.0,False,False,0,"Franklin Small Cap Fund,HDFC Small Cap Fund,Kotak Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
Brigade Enterprises Ltd,0,5,2335626.8,-0.5582229307931957,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,HDFC Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,5,5
Whirlpool of India Ltd,0,2,2867722.5,1.0119658894633707,False,False,0,"HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
AAVAS Financiers Ltd,0,1,1113911.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Subros Ltd,0,1,968256.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Orkla India Ltd,1,1,834560.0,0.0,False,False,0,HDFC Small Cap Fund,HDFC Small Cap Fund,,1,0,1,1
Schloss Bangalore Ltd,0,2,0.0,-50.0,False,False,0,"Franklin Small Cap Fund,HDFC Small Cap Fund",,"Franklin Small Cap Fund,HDFC Small Cap Fund",0,2,2,2
Grindwell Norton Ltd,0,3,916502.6666666666,-1.2335148450427815,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Bajaj Consumer Care Ltd,0,2,7910179.5,-14.237293076183825,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
NIIT Ltd,0,1,11111066.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
KPIT Technologies Ltd,0,2,1100259.5,0.0,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,2,2
Infosys Ltd,0,0,0.0,0.0,False,False,0,,,,0,0,0,0
HDFC Bank Ltd,0,2,8183780.0,0.0,False,False,0,"HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Hitachi Energy India Ltd Ordinary Shares,0,2,70254.5,-1.2629205688518905,False,False,0,"HDFC Small Cap Fund,Kotak Small Cap Fund",,Kotak Small Cap Fund,0,1,2,2
Data Patterns (India) Ltd,0,3,434344.6666666667,0.0,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Finolex Cables Ltd,0,3,1907617.0,0.0,False,False,0,"HDFC Small Cap Fund,Motilal Oswal Small Cap Fund,Navi Small Cap Fund",,,0,0,3,3
Gujarat Fluorochemicals Ltd Ordinary Shares,0,2,437397.5,-15.729891610090126,False,False,0,"HDFC Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Greenlam Industries Ltd,0,2,3988959.0,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
UTI Asset Management Co Ltd,0,2,1590883.0,0.0,False,False,0,"HDFC Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
Venus Pipes & Tubes Ltd,0,1,600000.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Karur Vysya Bank Ltd,0,6,14101566.833333334,-0.8831145806560997,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,HDFC Small Cap Fund,Kotak Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,6,6
Jtekt India,0,0,0.0,0.0,False,False,0,,,,0,0,0,0
Styrenix Performance Materials Ltd,0,2,835174.0,7.116792644586227,False,False,0,"HDFC Small Cap Fund,Kotak Small Cap Fund",,,0,0,2,2
Godrej Agrovet Ltd Ordinary Shares,0,2,2010519.5,10.441557293711554,False,False,0,"HDFC Small Cap Fund,Kotak Small Cap Fund",,Kotak Small Cap Fund,0,1,2,2
Sundaram Fasteners Ltd,0,1,5025211.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Allied Blenders and Distillers Ltd,0,1,4937158.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
eMudhra Ltd,0,1,5083786.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
Studds Accessories Ltd,1,1,512825.0,0.0,False,False,0,HDFC Small Cap Fund,HDFC Small Cap Fund,,1,0,1,1
Seamec Ltd,0,2,455739.5,0.0,False,False,0,"Franklin Small Cap Fund,HDFC Small Cap Fund",,Franklin Small Cap Fund,0,1,2,2
Sharda Motor Industries Ltd,0,4,716601.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,HDFC Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
TTK Prestige Ltd,0,1,3430809.0,0.0,False,False,0,HDFC Small Cap Fund,,,0,0,1,1
V-Mart Retail Ltd,0,1,1782192.0,7.701325997701169,False,False,0,Kotak Small Cap Fund,,,0,0,1,1
Vijaya Diagnostic Centre Ltd,0,3,1587556.3333333333,0.0,False,False,0,"Kotak Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Thirumalai Chemicals Limited,1,1,597791.0,9.168223496905515,False,False,0,Kotak Small Cap Fund,Kotak Small Cap Fund,,1,0,1,1
V2 Retail Ltd,0,1,498528.0,-24.882923389405544,False,False,0,Kotak Small Cap Fund,,,0,0,1,1
Cholamandalam Investment and Finance Co Ltd,0,1,432504.0,-2.535188415203018,False,False,0,Kotak Small Cap Fund,,,0,0,1,1
Aditya Birla Capital Ltd,1,1,0.0,-100.0,False,False,0,Kotak Small Cap Fund,Kotak Small Cap Fund,Kotak Small Cap Fund,1,1,1,1
Rubicon Research Ltd,1,1,1639976.0,0.0,False,False,0,Kotak Small Cap Fund,Kotak Small Cap Fund,,1,0,1,1
KEI Industries Ltd,0,5,395791.4,0.0,False,False,0,"Canara Robeco Small Cap Fund,Kotak Small Cap Fund,Mirae Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,5,5
Pitti Engineering Ltd,0,1,0.0,0.0,False,False,0,Kotak Small Cap Fund,,Kotak Small Cap Fund,0,1,1,1
Pricol Ltd,0,1,2331552.0,3.7500016686846624,False,False,0,Kotak Small Cap Fund,,,0,0,1,1
Aditya Vision Ltd,2,3,4270412.333333333,3.883822856326025,False,False,0,"Kotak Small Cap Fund,Mirae Small Cap Fund,Nippon Small Cap Fund","Kotak Small Cap Fund,Nippon Small Cap Fund",,2,0,3,3
Cholafin_25/11/2025,1,1,11250.0,0.0,False,False,0,Kotak Small Cap Fund,Kotak Small Cap Fund,,1,0,1,1
Gufic Biosciences Ltd,0,1,0.0,0.0,False,False,0,Kotak Small Cap Fund,,Kotak Small Cap Fund,0,1,1,1
Triveni Turbine Ltd,0,3,1201408.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,Kotak Small Cap Fund",,,0,0,3,3
Transformers & Rectifiers (India) Ltd,0,1,2541356.0,2.310541662657616,False,False,0,Kotak Small Cap Fund,,,0,0,1,1
Varroc Engineering Ltd Ordinary Shares,0,1,1723603.0,8.61132010793058,False,False,0,Kotak Small Cap Fund,,,0,0,1,1
Sagility India Ltd,0,1,0.0,0.0,False,False,0,Kotak Small Cap Fund,,Kotak Small Cap Fund,0,1,1,1
Chalet Hotels Ltd,0,3,2799352.0,1.9916557881929897,False,False,0,"Kotak Small Cap Fund,Mirae Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Bharat Electronics Ltd,0,0,0.0,0.0,False,False,0,,,,0,0,0,0
Wework India Management Ltd,1,1,1003076.0,0.0,False,False,0,Kotak Small Cap Fund,Kotak Small Cap Fund,,1,0,1,1
V-Guard Industries Ltd,0,1,0.0,0.0,False,False,0,Kotak Small Cap Fund,,Kotak Small Cap Fund,0,1,1,1
CCL Products (India) Ltd,0,4,2945903.5,0.635875895525294,False,False,0,"Canara Robeco Small Cap Fund,Kotak Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,4,4
VA Tech Wabag Ltd,0,2,542029.0,0.7514621389137327,False,False,0,"Kotak Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Rossari Biotech Ltd Ordinary Shares,0,1,847551.0,8.719762331735025,False,False,0,Kotak Small Cap Fund,,,0,0,1,1
Rubicon Research Limited,1,1,706009.0,0.0,False,False,0,Kotak Small Cap Fund,Kotak Small Cap Fund,,1,0,1,1
Ola Electric Mobility Ltd,1,1,8209580.0,0.0,False,False,0,Kotak Small Cap Fund,Kotak Small Cap Fund,,1,0,1,1
Five-Star Business Finance Ltd,0,2,965865.5,3.2475025042490917,False,False,0,"Franklin Small Cap Fund,Kotak Small Cap Fund",,Franklin Small Cap Fund,0,1,2,2
Suzlon Energy Ltd,0,2,10162200.0,-50.0,False,False,0,"Kotak Small Cap Fund,Motilal Oswal Small Cap Fund",,Kotak Small Cap Fund,0,1,2,2
Carraro India Ltd,0,2,793568.0,0.0,False,False,0,"Kotak Small Cap Fund,Motilal Oswal Small Cap Fund",,Kotak Small Cap Fund,0,1,2,2
Inox Wind Ltd - Rights,0,1,0.0,0.0,False,False,0,Kotak Small Cap Fund,,Kotak Small Cap Fund,0,1,1,1
Dr Agarwal’s Health Care Ltd,0,3,2588382.6666666665,0.872628103171163,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,Kotak Small Cap Fund",,,0,0,3,3
Gabriel India Ltd,0,3,3633890.0,-3.2454951269889585,False,False,0,"Canara Robeco Small Cap Fund,Kotak Small Cap Fund,Mirae Small Cap Fund",,,0,0,3,3
Dodla Dairy Ltd,0,1,2259678.0,8.88387758937219,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Transport Corp of India Ltd,0,2,2731833.0,0.44443103474286055,False,False,0,"Mirae Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Sharda Cropchem Ltd,0,1,5406610.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Suprajit Engineering Ltd,0,2,6483440.5,1.748165256858795,False,False,0,"Mirae Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
T.V. Today Network Ltd,0,1,4670754.0,-3.3375248136184754,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
SKF India Ltd,0,1,1108471.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
La Opala RG Ltd,0,1,9444822.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
FIEM Industries Ltd,0,1,1663173.0,14.910247366424686,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Fortis Healthcare Ltd,0,2,5359538.0,0.0,False,False,0,"Mirae Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Indian Bank,0,1,9688128.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Tata Steel Ltd,0,1,15443425.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Home First Finance Co India Ltd ---,0,3,1871771.3333333333,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,Mirae Small Cap Fund",,,0,0,3,3
Lumax Industries Ltd,0,1,432935.0,3.9469766816488034,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Delta Corp Ltd,0,1,2000000.0,-33.33333333333333,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
IFGL Refractories Ltd,0,1,6549367.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
The Federal Bank Ltd,0,3,11059973.0,-12.340629567367406,False,False,0,"Franklin Small Cap Fund,Mirae Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,3,3
Insecticides (India) Ltd,0,1,2636351.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Akzo Nobel India Ltd,0,3,180282.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,Mirae Small Cap Fund,Navi Small Cap Fund",,,0,0,3,3
Aadhar Housing Finance Ltd,0,2,2927500.5,0.0,False,False,0,"Mirae Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
NRB Bearings Ltd,0,1,8748982.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Firstsource Solutions Ltd,0,3,20508518.0,0.1831104957947393,False,False,0,"Mirae Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Unichem Laboratories Ltd,0,1,5458645.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Shoppers Stop Ltd,0,2,5212825.0,1.3009205429374777,False,False,0,"Mirae Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Jagran Prakashan Ltd,0,1,2348332.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
TCI Express Ltd,0,1,1140052.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Pearl Global Industries Ltd,0,1,2654481.0,7.547938079170759,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Goodyear India Ltd,0,1,1253916.0,18.976844454396748,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
TCPL Packaging Ltd,0,1,47201.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
The Anup Engineering Ltd,0,1,1221503.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Godrej Consumer Products Ltd,1,1,2058752.0,0.0,False,False,0,Mirae Small Cap Fund,Mirae Small Cap Fund,,1,0,1,1
BEML Ltd,0,2,254115.5,0.0,False,False,0,"Franklin Small Cap Fund,Mirae Small Cap Fund",,,0,0,2,2
Gateway Distriparks Ltd,0,1,33756481.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Gujarat Pipavav Port Ltd,0,2,9829802.5,0.0,False,False,0,"Mirae Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Redtape Ltd,0,1,22396179.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
D B Corp Ltd,0,1,4922150.0,0.0,False,False,0,Mirae Small Cap Fund,,,0,0,1,1
Gillette India Ltd,0,1,23422.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Le Travenues Technology Ltd,0,1,894257.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Ganesha Ecosphere Ltd,0,2,340739.5,0.0,False,False,0,"Canara Robeco Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
360 One Wam Ltd Ordinary Shares,0,2,714775.5,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund",,,0,0,2,2
Mrs Bectors Food Specialities Ltd Ordinary Shares,0,3,1020051.6666666666,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,Nippon Small Cap Fund",,,0,0,3,3
Global Health Ltd,0,2,877089.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund",,,0,0,2,2
Ratnamani Metals & Tubes Ltd,0,3,357996.6666666667,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,3,3
Ather Energy Ltd,0,2,1514787.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund",,,0,0,2,2
International Gemmological Institute (India) Ltd,0,1,684863.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Shivalik Bimetal Controls Ltd,0,1,168306.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Metro Brands Ltd,1,1,375876.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,Motilal Oswal Small Cap Fund,,1,0,1,1
Bharat Rasayan Ltd,0,1,25978.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
